date,user_id,monthly_income,monthly_expense_total,savings_rate,budget_goal,financial_scenario,credit_score,debt_to_income_ratio,loan_payment,investment_amount,subscription_services,emergency_fund,transaction_count,fraud_flag,discretionary_spending,essential_spending,income_type,rent_or_mortgage,category,cash_flow_status,financial_advice_score,financial_stress_level,actual_savings,savings_goal_met
2020-05-25,1718,2598.82,2864.59,0.13,2660.26,inflation,671.0,0.11,758.38,0.0,1,447.74,32,0,866.5,1636.85,Freelance,1055.44,Education,Negative,83.2,Low,0.0,0
2020-06-24,1250,3511.52,3264.87,0.3,2937.08,recession,665.0,0.27,37.48,696.03,2,1044.62,22,0,752.48,2461.02,Freelance,658.9,Healthcare,Positive,31.2,Low,246.65,0
2020-07-24,1671,3735.72,3341.88,0.23,2812.9,recession,674.0,0.4,572.46,298.72,6,951.49,82,0,310.85,1917.47,Salary,1430.52,Insurance,Positive,90.5,Low,393.84,0
2020-08-23,1224,2829.98,2944.6,0.29,3228.37,inflation,695.0,0.41,558.19,254.35,7,808.29,52,0,534.4,1254.88,Salary,1527.49,Rent,Positive,56.4,Medium,0.0,0
2020-09-22,1947,2249.7,3320.08,0.36,2595.9,recession,644.0,0.45,563.4,393.77,4,1159.91,79,0,740.21,2155.4,Freelance,1587.66,Utilities,Neutral,28.4,Low,0.0,0
2020-10-22,1538,5275.13,2932.46,0.31,3945.1,normal,661.0,0.4,743.21,264.15,9,766.96,87,0,284.43,1907.7,Salary,1290.68,Utilities,Positive,9.8,Low,2342.67,0
2020-11-21,1070,5822.68,3179.36,0.21,3325.13,recession,628.0,0.2,507.93,29.11,1,761.82,54,0,339.71,1000.0,Salary,970.58,Groceries,Positive,93.4,Low,2643.32,0
2020-12-21,1568,2841.36,2155.87,0.26,2378.99,normal,786.0,0.36,441.54,0.0,1,745.31,43,0,839.27,1766.43,Freelance,1259.7,Healthcare,Neutral,52.7,Low,685.49,0
2021-01-20,1561,5173.36,1901.57,0.26,2810.5,inflation,720.0,0.46,253.85,347.42,5,912.0,77,0,799.8,1000.0,Salary,958.44,Entertainment,Positive,56.6,High,3271.79,1
2021-02-19,1726,3916.1,3321.43,0.12,3274.45,normal,598.0,0.28,369.36,275.25,1,2192.03,75,0,657.48,3000.99,Salary,911.81,Dining Out,Positive,64.8,High,594.67,0
2021-03-21,1109,4870.59,3461.87,0.22,2200.37,inflation,643.0,0.25,371.28,380.98,3,448.36,81,0,254.78,1622.42,Salary,1256.79,Entertainment,Positive,15.9,Low,1408.72,0
2021-04-20,1532,3192.65,2536.07,0.15,3016.3,recession,629.0,0.28,428.2,110.83,4,1500.46,68,0,397.23,2430.85,Salary,1639.1,Education,Neutral,28.1,Medium,656.58,0
2021-05-20,1433,4364.93,2068.6,0.32,2835.57,normal,630.0,0.18,524.35,0.0,8,1337.57,47,0,773.77,2679.95,Salary,1535.82,Transportation,Positive,18.9,Low,2296.33,0
2021-06-19,1469,4424.01,3273.45,0.39,2313.13,normal,734.0,0.41,399.9,448.44,6,1072.04,51,0,688.96,1000.0,Salary,1040.46,Investments,Neutral,42.1,Low,1150.56,0
2021-07-19,1942,3950.61,4145.59,0.08,3392.67,inflation,717.0,0.22,656.13,94.21,4,972.52,37,0,348.13,1725.78,Salary,1722.81,Entertainment,Positive,40.4,High,0.0,0
2021-08-18,1191,3552.09,2608.6,0.31,2597.95,normal,674.0,0.16,537.44,352.15,1,1932.91,22,0,536.73,3491.05,Salary,547.59,Dining Out,Neutral,94.8,Low,943.49,0
2021-09-17,1975,3780.84,2435.75,0.4,2923.72,normal,639.0,0.25,452.79,577.32,3,244.24,38,0,474.94,2171.6,Mixed,1811.64,Investments,Neutral,14.4,Medium,1345.09,0
2021-10-17,1611,4348.0,2301.0,0.16,2533.29,normal,714.0,0.39,210.95,335.33,4,976.95,79,0,818.7,2833.09,Salary,1248.21,Insurance,Neutral,13.0,Medium,2047.0,0
2021-11-16,1869,4451.58,2430.48,0.13,3152.31,recession,826.0,0.2,600.37,799.51,3,1704.66,45,0,456.41,2881.27,Salary,1268.71,Healthcare,Positive,45.9,Medium,2021.1,0
2021-12-16,1247,4514.39,2230.66,0.17,2506.81,normal,589.0,0.36,811.28,83.75,3,957.85,81,0,669.9,2321.88,Salary,1666.56,Groceries,Positive,72.0,Medium,2283.73,0
2022-01-15,1117,4224.96,2896.18,0.23,3389.0,recession,590.0,0.39,478.88,113.33,4,632.33,93,0,748.45,1618.49,Salary,647.79,Dining Out,Positive,13.9,Low,1328.78,0
2022-02-14,1401,3522.96,3828.39,0.05,3072.32,inflation,682.0,0.36,279.02,298.87,8,1881.79,45,0,302.61,1994.3,Salary,1237.43,Investments,Positive,61.9,Low,0.0,0
2022-03-16,1805,5599.7,2721.35,0.34,2719.29,recession,523.0,0.15,586.9,1049.32,5,0.0,81,0,547.21,1000.0,Mixed,999.3,Dining Out,Positive,82.8,High,2878.35,1
2022-04-15,1808,4148.47,3669.69,0.36,2487.54,inflation,720.0,0.32,369.29,45.38,8,2083.31,46,0,814.04,2672.96,Salary,1480.44,Dining Out,Negative,91.5,Low,478.78,0
2022-05-15,1733,5173.72,3570.01,0.37,2631.98,normal,650.0,0.47,695.4,412.01,5,817.05,50,0,604.38,2388.88,Salary,1071.56,Healthcare,Positive,44.7,Low,1603.71,0
2022-06-14,1856,878.47,3711.08,0.12,2918.12,recession,694.0,0.29,766.45,451.01,4,1628.87,25,0,585.98,1678.89,Salary,1729.85,Utilities,Positive,5.7,Low,0.0,0
2022-07-14,1317,5784.09,3430.15,0.17,3111.91,normal,721.0,0.39,708.76,773.55,1,1764.62,74,0,609.4,2013.63,Salary,1291.04,Healthcare,Neutral,78.2,Low,2353.94,0
2022-08-13,1491,3598.39,3003.42,0.14,2793.03,normal,652.0,0.5,594.12,602.97,3,920.91,44,0,397.14,1625.5,Mixed,1770.26,Dining Out,Positive,50.4,Low,594.97,0
2022-09-12,1643,3751.22,4491.63,0.14,3562.7,normal,672.0,0.48,210.01,391.71,5,1726.02,25,0,357.57,1613.11,Salary,583.68,Groceries,Negative,78.4,Low,0.0,0
2022-10-12,1865,4018.19,2347.54,0.36,3538.24,inflation,723.0,0.44,321.21,559.82,5,811.69,20,0,792.24,2164.37,Freelance,300.0,Entertainment,Positive,39.6,Low,1670.65,0
2022-11-11,1194,4405.6,2086.74,0.25,3067.48,inflation,667.0,0.31,690.36,291.7,2,1254.99,78,0,604.26,1317.03,Freelance,1402.39,Transportation,Negative,42.6,Low,2318.86,0
2022-12-11,1889,3988.46,4850.38,0.23,3107.88,normal,726.0,0.39,503.97,513.48,2,997.14,38,0,98.36,2494.41,Salary,962.58,Healthcare,Negative,43.7,Low,0.0,0
2023-01-10,1760,2349.1,3478.14,0.24,3023.22,normal,741.0,0.6,547.97,478.93,1,1723.6,88,0,797.64,2166.48,Salary,1041.19,Rent,Neutral,34.4,Medium,0.0,0
2023-02-09,1845,3384.49,3124.1,0.08,2997.07,normal,611.0,0.19,297.28,279.95,3,625.08,66,1,525.95,1865.02,Salary,1226.57,Transportation,Negative,36.4,Low,260.39,0
2023-03-11,1300,2772.8,3557.14,0.36,3356.31,normal,640.0,0.47,363.99,420.95,7,1376.08,28,0,423.83,1419.48,Salary,1254.4,Investments,Positive,12.9,Low,0.0,0
2023-04-10,1942,3791.64,3048.59,0.29,3367.34,normal,665.0,0.12,436.53,255.32,1,727.69,98,0,492.46,2540.57,Mixed,1586.13,Healthcare,Positive,55.9,Medium,743.05,0
2023-05-10,1639,5591.87,2156.97,0.16,2462.58,inflation,653.0,0.57,790.76,0.0,8,467.08,98,0,403.2,3084.99,Salary,1334.98,Insurance,Positive,42.1,High,3434.9,1
2023-06-09,1722,5463.62,2816.29,0.25,2446.48,normal,739.0,0.46,580.65,220.9,5,1519.15,86,0,842.28,2560.7,Freelance,1018.91,Rent,Neutral,44.1,Low,2647.33,1
2023-07-09,1351,5500.56,2501.94,0.34,3216.31,normal,678.0,0.17,131.92,0.0,1,479.11,41,0,416.96,1793.33,Salary,739.18,Dining Out,Positive,49.5,Low,2998.62,0
2023-08-08,1680,4786.28,2579.17,0.24,3106.51,normal,689.0,0.13,697.21,728.56,7,1494.09,40,0,786.79,3247.95,Mixed,1074.03,Transportation,Positive,45.6,Low,2207.11,0
2023-09-07,1432,3035.68,2846.88,0.4,2889.28,inflation,631.0,0.53,610.9,344.4,3,1150.27,50,0,897.23,1452.31,Salary,1335.64,Rent,Positive,79.6,High,188.8,0
2023-10-07,1077,2216.99,3393.73,0.33,3273.4,recession,718.0,0.27,977.65,839.46,3,489.56,50,0,498.4,3829.47,Salary,785.53,Transportation,Negative,42.4,Medium,0.0,0
2023-11-06,1848,4581.92,4121.99,0.39,2635.18,normal,680.0,0.51,475.71,81.65,3,2116.1,81,0,300.61,2129.07,Salary,1371.69,Dining Out,Positive,28.7,High,459.93,0
2019-01-01,1254,2335.32,3350.56,0.06,2856.34,inflation,659.0,0.23,813.66,388.09,7,1200.13,31,0,624.75,2607.93,Salary,1172.8,Transportation,Neutral,5.2,Medium,0.0,0
2019-01-31,1984,4529.28,3330.63,0.21,3601.6,normal,674.0,0.41,497.97,415.73,8,1029.0,34,0,623.43,2072.06,Salary,1605.25,Entertainment,Negative,35.9,Low,1198.65,0
2019-03-02,1810,3107.16,2657.15,0.09,2755.0,normal,675.0,0.37,89.65,365.92,7,1137.77,62,0,632.18,1992.41,Salary,300.0,Groceries,Positive,37.9,Low,450.01,0
2019-04-01,1928,4721.11,3425.31,0.21,3193.98,normal,688.0,0.11,335.82,256.28,6,1563.67,97,0,632.74,1726.92,Salary,1487.11,Dining Out,Positive,45.8,Medium,1295.8,0
2019-05-01,1229,3908.56,3196.97,0.18,3962.26,recession,807.0,0.18,563.12,546.06,2,1550.13,41,0,689.1,2458.84,Salary,1746.55,Utilities,Neutral,20.2,Low,711.59,0
2019-05-31,1320,4813.79,2222.54,0.21,3386.62,normal,645.0,0.19,571.44,323.59,5,378.27,38,0,493.48,3700.98,Mixed,1025.64,Transportation,Neutral,49.6,Low,2591.25,0
2019-06-30,1295,3797.07,3606.88,0.39,2300.44,normal,736.0,0.2,382.19,903.44,1,39.23,80,0,643.59,2155.69,Freelance,1728.14,Dining Out,Positive,95.0,Low,190.19,0
2019-07-30,1784,4018.31,1566.09,0.12,2757.69,normal,765.0,0.26,414.11,316.5,8,1123.86,98,0,238.58,1612.76,Salary,1304.51,Education,Positive,3.9,Medium,2452.22,0
2019-08-29,1283,6187.45,3518.25,0.23,2703.76,inflation,676.0,0.22,733.8,443.23,6,976.4,79,0,457.05,2462.77,Freelance,612.75,Utilities,Neutral,56.2,Low,2669.2,0
2019-09-28,1567,2602.7,3487.53,0.38,2589.63,normal,654.0,0.19,306.94,289.13,1,1684.59,34,0,236.9,1778.1,Salary,1418.38,Insurance,Neutral,86.1,Medium,0.0,0
2019-10-28,1634,3970.71,4435.95,0.15,2748.72,recession,676.0,0.44,640.58,273.26,6,1635.22,35,0,852.02,2311.11,Freelance,1355.55,Entertainment,Neutral,29.9,Low,0.0,0
2019-11-27,1800,4896.1,3404.36,0.24,2018.65,inflation,757.0,0.36,542.81,487.6,2,838.45,70,0,687.49,1928.02,Salary,851.91,Utilities,Positive,65.4,High,1491.74,0
2019-12-27,1108,2149.49,3535.83,0.06,3321.08,normal,662.0,0.58,537.2,577.28,5,442.88,93,0,337.93,1883.77,Salary,904.08,Utilities,Negative,84.9,High,0.0,0
2020-01-26,1332,4425.12,2375.51,0.25,3099.92,normal,656.0,0.15,379.77,221.77,3,1568.27,53,0,861.52,2568.6,Salary,798.01,Rent,Positive,7.9,Medium,2049.61,0
2020-02-25,1521,4516.16,3683.37,0.31,1824.49,inflation,685.0,0.23,297.37,155.75,7,1878.64,42,0,440.47,1503.34,Salary,1362.81,Investments,Neutral,33.7,Low,832.79,0
2020-03-26,1749,4960.36,3565.49,0.35,2418.21,recession,654.0,0.57,781.6,436.03,5,1351.29,25,0,289.44,3135.85,Mixed,947.18,Dining Out,Neutral,77.0,Low,1394.87,0
2020-04-25,1244,3579.28,3564.95,0.08,3138.08,normal,578.0,0.55,697.35,582.85,1,1135.29,49,0,461.58,2004.93,Salary,982.64,Rent,Positive,73.5,Low,14.33,0
2020-05-25,1852,4195.32,4528.08,0.06,3192.45,normal,722.0,0.43,789.01,436.08,2,246.74,57,0,504.13,2207.11,Salary,770.82,Education,Negative,92.6,Medium,0.0,0
2020-06-24,1353,3861.33,2315.84,0.36,2977.54,recession,677.0,0.29,434.62,709.77,6,747.03,36,0,846.35,1453.05,Salary,803.2,Investments,Neutral,12.7,Medium,1545.49,0
2020-07-24,1370,4628.51,2707.27,0.17,3734.83,inflation,661.0,0.22,447.31,585.0,6,246.27,49,0,910.56,2398.46,Mixed,818.51,Healthcare,Positive,61.5,Low,1921.24,0
2020-08-23,1849,4985.68,3857.51,0.35,2972.64,normal,779.0,0.22,476.72,712.01,3,866.14,60,0,550.23,2524.21,Salary,872.95,Education,Negative,55.3,Medium,1128.17,0
2020-09-22,1770,4960.6,3365.61,0.3,3305.15,normal,702.0,0.1,648.79,1084.24,9,975.05,25,0,629.38,2203.43,Salary,1697.35,Investments,Neutral,7.7,Low,1594.99,0
2020-10-22,1971,3400.45,2751.58,0.29,3033.65,normal,767.0,0.51,374.47,0.0,2,941.59,39,0,798.83,2362.15,Salary,1239.84,Transportation,Neutral,1.7,Medium,648.87,0
2020-11-21,1439,4381.57,3102.35,0.11,3022.66,normal,628.0,0.52,354.83,456.38,5,914.8,39,0,953.03,1807.13,Salary,1779.79,Insurance,Positive,76.0,Low,1279.22,0
2020-12-21,1045,3925.11,3033.29,0.37,2635.8,normal,612.0,0.1,331.05,243.98,1,1115.71,94,0,529.17,1566.64,Salary,1266.81,Utilities,Negative,99.0,High,891.82,0
2021-01-20,1196,2046.45,4009.84,0.4,3060.09,normal,663.0,0.28,362.11,730.73,8,315.68,87,0,452.14,2178.34,Salary,1651.71,Transportation,Positive,46.6,High,0.0,0
2021-02-19,1317,4301.87,2687.81,0.28,3167.77,normal,715.0,0.59,960.2,527.68,3,884.83,98,0,476.81,1884.19,Salary,1060.97,Rent,Positive,25.0,Low,1614.06,0
2021-03-21,1239,4030.27,4110.0,0.08,3068.57,normal,682.0,0.51,519.56,369.45,6,1814.19,82,0,647.95,1579.39,Salary,1138.58,Utilities,Positive,95.0,Low,0.0,0
2021-04-20,1183,4628.88,3948.03,0.21,2901.07,recession,684.0,0.55,721.14,455.05,2,1553.77,55,0,731.04,2352.05,Salary,1376.24,Education,Negative,99.0,High,680.85,0
2021-05-20,1542,4199.72,3447.17,0.38,2524.56,recession,637.0,0.3,781.35,401.6,3,1139.96,53,0,586.17,1683.32,Salary,977.54,Groceries,Negative,12.2,Medium,752.55,0
2021-06-19,1018,3727.2,2866.51,0.34,3024.36,normal,756.0,0.37,715.66,651.92,2,767.64,85,0,233.62,2389.16,Mixed,819.47,Healthcare,Negative,8.9,Low,860.69,0
2021-07-19,1680,4566.2,2625.76,0.17,1714.73,inflation,718.0,0.36,698.12,302.37,3,492.93,95,0,298.67,3050.94,Freelance,1011.88,Insurance,Neutral,58.1,High,1940.44,1
2021-08-18,1715,3905.58,3644.25,0.34,2970.4,recession,742.0,0.56,493.53,511.12,1,1729.69,98,0,775.94,1854.28,Salary,1025.89,Utilities,Negative,10.5,Low,261.33,0
2021-09-17,1191,4625.76,3753.91,0.17,2701.65,recession,727.0,0.3,128.14,0.0,8,900.37,34,0,639.96,1946.77,Salary,1224.58,Entertainment,Positive,50.7,Low,871.85,0
2021-10-17,1419,4153.75,2946.18,0.37,2685.02,recession,680.0,0.31,577.34,482.11,4,1297.86,72,0,686.32,2952.92,Freelance,1156.4,Groceries,Positive,81.7,High,1207.57,0
2021-11-16,1287,2929.28,2062.0,0.18,3302.54,recession,769.0,0.35,736.25,644.58,8,1136.83,81,0,629.97,1122.05,Salary,1149.32,Investments,Positive,92.6,Low,867.28,0
2021-12-16,1701,2378.14,3431.58,0.09,3004.2,normal,609.0,0.53,0.0,201.84,8,1887.34,86,0,446.63,1822.37,Salary,1372.98,Groceries,Neutral,63.8,High,0.0,0
2022-01-15,1528,2932.61,3926.52,0.16,2976.24,normal,714.0,0.18,463.01,0.0,3,534.47,60,0,261.2,2403.36,Salary,955.07,Education,Positive,11.7,Low,0.0,0
2022-02-14,1271,4008.54,2737.67,0.23,2528.4,recession,629.0,0.15,587.48,150.28,5,1254.63,62,0,730.14,2945.52,Salary,1646.5,Healthcare,Positive,6.2,Medium,1270.87,0
2022-03-16,1119,4018.94,2129.49,0.26,3067.24,normal,652.0,0.57,727.8,709.48,7,846.47,62,0,238.98,2600.49,Salary,1007.75,Groceries,Positive,41.6,Low,1889.45,0
2022-04-15,1322,4729.29,1401.51,0.33,2655.49,normal,636.0,0.38,115.85,665.94,8,996.27,76,0,286.52,2161.93,Salary,570.3,Investments,Positive,45.2,High,3327.78,1
2022-05-15,1863,4371.96,2455.72,0.36,2535.29,normal,760.0,0.17,346.45,553.16,5,1123.53,59,0,391.69,1875.97,Salary,958.13,Entertainment,Neutral,49.2,Medium,1916.24,0
2022-06-14,1510,4552.98,3002.22,0.1,2919.41,normal,657.0,0.41,560.19,379.79,2,427.6,20,0,964.29,2484.22,Mixed,1729.39,Transportation,Negative,26.4,High,1550.76,0
2022-07-14,1199,4745.46,2585.7,0.2,2623.14,recession,682.0,0.42,654.38,863.13,3,296.47,76,0,152.45,1263.81,Salary,1237.81,Dining Out,Positive,37.4,Medium,2159.76,0
2022-08-13,1260,4820.37,2712.34,0.07,2917.38,normal,724.0,0.48,340.47,221.39,8,1462.83,67,0,211.92,1714.96,Salary,1695.02,Dining Out,Negative,77.2,Low,2108.03,0
2022-09-12,1005,5907.23,2670.07,0.31,2905.78,normal,688.0,0.15,558.97,398.13,5,1354.07,64,0,658.11,2295.59,Salary,1208.49,Investments,Negative,25.3,Low,3237.16,1
2022-10-12,1145,5196.78,3775.28,0.05,2880.0,inflation,704.0,0.21,634.59,433.45,4,1068.71,63,0,799.53,2485.54,Salary,361.49,Dining Out,Positive,32.2,Low,1421.5,0
2022-11-11,1391,3008.33,2707.59,0.16,2970.39,recession,662.0,0.52,331.77,393.5,4,573.03,27,0,528.58,2332.52,Salary,1616.83,Healthcare,Negative,78.2,Low,300.74,0
2022-12-11,1829,4589.2,2140.76,0.36,2019.69,inflation,682.0,0.46,245.8,285.51,2,921.04,58,0,666.19,2528.63,Freelance,1411.3,Insurance,Neutral,60.2,Low,2448.44,1
2023-01-10,1578,4151.52,3116.6,0.22,2889.56,inflation,623.0,0.55,589.79,442.22,4,754.9,21,0,124.82,1781.24,Salary,529.5,Education,Positive,23.2,Medium,1034.92,0
2023-02-09,1026,4517.63,2694.5,0.2,2979.15,recession,648.0,0.59,752.08,592.76,7,88.41,95,0,680.79,1599.26,Salary,540.69,Transportation,Positive,30.3,Low,1823.13,0
2023-03-11,1329,3282.64,3340.16,0.15,3883.44,normal,737.0,0.6,307.81,300.92,5,719.85,25,0,523.37,2411.47,Salary,1614.83,Entertainment,Positive,84.7,Medium,0.0,0
2023-04-10,1961,5793.84,3009.44,0.37,2895.1,recession,634.0,0.31,89.89,588.66,8,773.82,40,0,516.09,1000.0,Mixed,300.0,Transportation,Positive,44.7,High,2784.4,0
2023-05-10,1798,916.04,3094.28,0.26,2511.34,normal,680.0,0.18,409.43,882.13,7,1389.3,48,0,543.92,1000.0,Salary,857.33,Dining Out,Neutral,37.7,Medium,0.0,0
2023-06-09,1822,3196.81,2748.36,0.24,2671.3,normal,576.0,0.39,425.05,341.02,7,2046.22,40,0,828.51,1608.31,Salary,1166.25,Groceries,Neutral,12.3,Medium,448.45,0
2023-07-09,1623,3884.77,3691.02,0.34,3562.9,recession,640.0,0.22,762.35,545.5,5,660.4,34,0,494.58,2567.83,Salary,1713.33,Healthcare,Positive,16.6,Low,193.75,0
2023-08-08,1615,6303.25,2367.02,0.39,3291.62,recession,690.0,0.34,627.34,371.63,1,74.49,48,0,462.13,1725.06,Freelance,1114.01,Transportation,Neutral,10.2,Medium,3936.23,1
2023-09-07,1161,6580.84,2714.76,0.12,2997.07,recession,657.0,0.47,232.56,50.39,3,1815.1,93,0,473.14,1752.62,Salary,981.29,Investments,Positive,4.7,Low,3866.08,1
2023-10-07,1358,2303.02,3598.26,0.3,2229.49,normal,663.0,0.44,455.64,573.45,8,1127.97,64,0,708.84,2370.78,Salary,1711.78,Healthcare,Positive,99.0,Medium,0.0,0
2023-11-06,1676,3441.61,3902.53,0.18,2686.9,inflation,720.0,0.37,362.76,726.65,9,1653.31,46,0,538.13,2155.96,Mixed,1816.79,Dining Out,Positive,71.0,Medium,0.0,0
2019-01-01,1180,2739.6,3771.22,0.2,2381.32,inflation,699.0,0.12,202.75,132.88,9,143.83,39,0,187.94,1717.87,Salary,1093.59,Dining Out,Positive,15.4,Low,0.0,0
2019-01-31,1384,3548.86,2081.26,0.15,2753.81,recession,641.0,0.46,481.66,418.19,2,919.14,36,0,538.73,1818.82,Freelance,1814.45,Entertainment,Positive,81.7,Medium,1467.6,0
2019-03-02,1585,4373.16,2110.01,0.09,3177.66,inflation,652.0,0.32,541.47,433.3,3,568.34,97,0,722.9,2246.69,Salary,865.02,Rent,Positive,30.9,Low,2263.15,0
2019-04-01,1637,2884.4,2870.08,0.33,3144.62,inflation,707.0,0.14,292.64,654.29,5,623.76,30,0,544.29,2324.03,Freelance,924.24,Healthcare,Neutral,33.0,Low,14.32,0
2019-05-01,1844,4925.07,2916.49,0.28,2264.48,normal,684.0,0.37,626.16,710.26,3,974.63,42,0,0.0,1730.6,Salary,1082.22,Insurance,Positive,76.6,Low,2008.58,0
2019-05-31,1038,3555.98,2493.91,0.17,3398.87,recession,716.0,0.27,466.59,400.1,8,339.46,62,0,717.65,2967.72,Freelance,1347.04,Groceries,Negative,10.0,Medium,1062.07,0
2019-06-30,1776,2902.45,3733.93,0.26,2883.64,normal,651.0,0.36,211.78,628.9,3,1027.48,75,0,637.51,1964.1,Salary,1312.54,Transportation,Positive,74.5,Low,0.0,0
2019-07-30,1236,4524.43,3708.33,0.16,3306.8,inflation,714.0,0.46,705.24,601.38,2,1114.45,67,0,506.18,1860.51,Salary,1577.19,Healthcare,Negative,22.1,Low,816.1,0
2019-08-29,1398,3624.63,2615.67,0.29,2958.93,normal,712.0,0.6,811.57,457.97,3,1289.36,95,0,695.06,1551.12,Salary,1298.37,Groceries,Positive,35.3,Medium,1008.96,0
2019-09-28,1432,4636.99,2274.65,0.31,1541.2,recession,691.0,0.41,689.38,360.27,5,789.39,28,0,843.52,3159.83,Mixed,1368.84,Insurance,Positive,34.8,Low,2362.34,1
2019-10-28,1652,3828.64,2606.47,0.2,2631.87,normal,690.0,0.49,369.24,172.91,4,1175.35,23,0,385.35,1024.55,Salary,337.61,Transportation,Negative,73.8,Medium,1222.17,0
2019-11-27,1834,4317.9,4029.09,0.25,2380.06,normal,608.0,0.34,357.29,437.23,8,1119.27,55,0,638.48,1678.86,Salary,1808.17,Groceries,Positive,88.8,Low,288.81,0
2019-12-27,1994,3518.17,2805.6,0.33,2453.71,inflation,697.0,0.13,347.13,156.48,2,583.75,64,0,587.21,2684.17,Mixed,711.26,Healthcare,Negative,46.3,Low,712.57,0
2020-01-26,1314,4083.62,3354.56,0.09,2979.78,normal,636.0,0.42,300.91,196.15,9,1743.24,37,0,413.06,2072.72,Salary,1039.35,Investments,Positive,59.0,Medium,729.06,0
2020-02-25,1950,4455.53,3308.17,0.32,2815.92,normal,720.0,0.54,402.27,371.17,9,1435.17,48,0,674.34,2461.61,Salary,1117.59,Rent,Positive,45.3,Medium,1147.36,0
2020-03-26,1982,3787.96,1551.83,0.19,3098.12,normal,627.0,0.41,712.19,483.07,2,1110.87,52,0,443.07,1233.79,Salary,622.68,Healthcare,Positive,87.8,Low,2236.13,0
2020-04-25,1891,3379.5,3878.12,0.12,2734.71,recession,616.0,0.58,215.77,402.27,4,669.03,80,0,552.46,2799.78,Salary,1095.54,Education,Neutral,13.1,Medium,0.0,0
2020-05-25,1484,4088.09,3620.7,0.34,2010.8,inflation,710.0,0.34,611.34,735.94,1,1614.93,75,0,551.29,2624.18,Salary,1461.19,Transportation,Positive,46.1,Low,467.39,0
2020-06-24,1415,6821.53,3505.87,0.27,2737.23,normal,653.0,0.56,237.46,147.67,8,218.72,22,0,470.28,2322.59,Salary,1031.42,Insurance,Positive,25.1,Low,3315.66,1
2020-07-24,1580,5869.52,3657.56,0.33,2996.28,normal,763.0,0.12,604.4,154.42,6,910.57,38,0,435.45,2560.03,Freelance,865.11,Investments,Negative,45.2,Medium,2211.96,0
2020-08-23,1392,2646.33,2649.57,0.07,3068.22,normal,757.0,0.26,537.53,395.3,4,789.02,34,0,624.87,2621.33,Salary,1364.64,Insurance,Positive,68.7,Medium,0.0,0
2020-09-22,1031,2979.88,4356.16,0.07,3101.58,normal,700.0,0.6,295.74,610.97,7,1241.42,78,0,509.17,1723.53,Freelance,1132.24,Transportation,Negative,73.5,High,0.0,0
2020-10-22,1219,3914.16,2159.97,0.28,2840.27,recession,648.0,0.37,477.05,407.84,5,1458.76,75,0,486.96,2272.18,Salary,1344.01,Investments,Positive,80.3,Low,1754.19,0
2020-11-21,1778,2476.92,1869.67,0.08,2292.18,inflation,598.0,0.21,587.83,495.08,8,199.86,86,0,158.12,1593.15,Salary,1338.36,Education,Positive,88.4,Medium,607.25,0
2020-12-21,1697,4036.28,3829.82,0.35,2663.89,inflation,781.0,0.11,819.33,161.19,9,1349.24,55,0,636.08,1301.27,Salary,1048.71,Transportation,Negative,43.9,High,206.46,0
2021-01-20,1271,4712.15,3397.54,0.14,2981.73,normal,679.0,0.14,192.61,767.44,7,1899.8,27,0,665.8,2817.97,Salary,1193.97,Insurance,Neutral,42.4,Medium,1314.61,0
2021-02-19,1207,3789.06,2571.24,0.34,3195.33,normal,661.0,0.52,833.95,600.14,4,1455.27,57,0,577.05,2842.82,Salary,1880.98,Education,Neutral,50.2,Medium,1217.82,0
2021-03-21,1624,3647.49,3318.78,0.27,1786.74,normal,660.0,0.18,316.56,1069.32,6,1287.53,54,0,648.47,1165.72,Salary,1431.22,Entertainment,Negative,30.1,Medium,328.71,0
2021-04-20,1563,5012.67,2133.72,0.05,3351.43,normal,626.0,0.4,408.36,284.12,1,1458.97,98,0,605.61,1511.97,Salary,785.35,Investments,Positive,6.1,Low,2878.95,0
2021-05-20,1543,2824.81,3960.22,0.11,2458.07,normal,636.0,0.46,610.99,212.63,7,260.04,38,0,758.35,2567.74,Mixed,1712.07,Utilities,Neutral,79.8,Low,0.0,0
2021-06-19,1158,3652.62,3357.22,0.26,2534.24,normal,637.0,0.56,125.84,0.0,1,647.0,75,0,343.91,2069.21,Salary,441.35,Rent,Positive,1.3,Low,295.4,0
2021-07-19,1032,2831.05,1633.94,0.19,2877.03,normal,734.0,0.51,718.85,559.11,8,1629.45,49,1,71.27,2196.12,Salary,1196.39,Groceries,Neutral,52.8,High,1197.11,0
2021-08-18,1129,3913.95,3876.22,0.15,2955.47,inflation,691.0,0.5,624.62,399.92,6,1176.73,30,0,498.77,1838.49,Freelance,1460.22,Dining Out,Positive,4.1,Medium,37.73,0
2021-09-17,1124,5046.77,3509.69,0.23,2336.68,normal,664.0,0.16,572.28,62.53,7,1500.59,94,0,253.73,2968.49,Mixed,1391.38,Utilities,Negative,67.7,Low,1537.08,0
2021-10-17,1760,3273.03,4972.57,0.19,2089.53,normal,752.0,0.6,369.34,595.49,3,374.93,99,0,465.91,2604.53,Freelance,1014.43,Entertainment,Negative,14.5,Low,0.0,0
